dataset,model,pooling,n_shots,seed,k,accuracy,macro_f1
cifar100,dinov3_vits16,cls,1,2,20,0.41449999809265137,0.40438788931494424
cifar100,dinov3_vits16,cls,2,0,1,0.4909000098705292,0.48159687990180416
cifar100,dinov3_vits16,cls,2,0,5,0.5037000179290771,0.4922899892864021
cifar100,dinov3_vits16,cls,2,0,20,0.5076000094413757,0.4965371288830024
cifar100,dinov3_vits16,cls,2,1,1,0.487199991941452,0.4833310232392131
cifar100,dinov3_vits16,cls,2,1,5,0.5019000172615051,0.49576045798122137
cifar100,dinov3_vits16,cls,2,1,20,0.5090000033378601,0.5022785471176142
cifar100,dinov3_vits16,cls,2,2,1,0.5094000101089478,0.5046281760433231
cifar100,dinov3_vits16,cls,2,2,5,0.5217999815940857,0.5155862809563656
cifar100,dinov3_vits16,cls,2,2,20,0.5281000137329102,0.5218274973291557
cifar100,dinov3_vits16,cls,5,0,1,0.574400007724762,0.5714342183310958
cifar100,dinov3_vits16,cls,5,0,5,0.6037999987602234,0.5994114831446509
cifar100,dinov3_vits16,cls,5,0,20,0.6207000017166138,0.6161806140457056
cifar100,dinov3_vits16,cls,5,1,1,0.5706999897956848,0.570449339101938
cifar100,dinov3_vits16,cls,5,1,5,0.6044999957084656,0.6020460426327232
cifar100,dinov3_vits16,cls,5,1,20,0.6190000176429749,0.6162086646101601
cifar100,dinov3_vits16,cls,5,2,1,0.5922999978065491,0.5898606296130978
cifar100,dinov3_vits16,cls,5,2,5,0.6184999942779541,0.6138579792534579
cifar100,dinov3_vits16,cls,5,2,20,0.6290000081062317,0.6238309892085605
cifar100,dinov3_vits16,cls,10,0,1,0.6254000067710876,0.6229750208021073
cifar100,dinov3_vits16,cls,10,0,5,0.6621000170707703,0.659333577466608
cifar100,dinov3_vits16,cls,10,0,20,0.6798999905586243,0.6766862702124355
cifar100,dinov3_vits16,cls,10,1,1,0.618399977684021,0.6164885294594727
cifar100,dinov3_vits16,cls,10,1,5,0.6521000266075134,0.649255057342152
cifar100,dinov3_vits16,cls,10,1,20,0.6736000180244446,0.6704201256017552
cifar100,dinov3_vits16,cls,10,2,1,0.6366000175476074,0.6367671479652083
cifar100,dinov3_vits16,cls,10,2,5,0.6699000000953674,0.6687106587049599
cifar100,dinov3_vits16,cls,10,2,20,0.6869999766349792,0.6855320088810685
cifar100,dinov3_vits16,cls,20,0,1,0.6705999970436096,0.6696537103119136
cifar100,dinov3_vits16,cls,20,0,5,0.7092000246047974,0.7077916336035035
cifar100,dinov3_vits16,cls,20,0,20,0.7324000000953674,0.7306609320302373
cifar100,dinov3_vits16,cls,20,1,1,0.6668999791145325,0.6649758237713387
cifar100,dinov3_vits16,cls,20,1,5,0.7024999856948853,0.6998604640688783
cifar100,dinov3_vits16,cls,20,1,20,0.725600004196167,0.7226763171996639
cifar100,dinov3_vits16,cls,20,2,1,0.6730999946594238,0.6731803724537222
cifar100,dinov3_vits16,cls,20,2,5,0.7093999981880188,0.7085243783006496
cifar100,dinov3_vits16,cls,20,2,20,0.7285000085830688,0.7262033470301468
cifar100,dinov3_vits16,cls,50,0,1,0.7166000008583069,0.7154175999806185
cifar100,dinov3_vits16,cls,50,0,5,0.7523000240325928,0.7506611168225595
cifar100,dinov3_vits16,cls,50,0,20,0.7728000283241272,0.7718733459130397
cifar100,dinov3_vits16,cls,50,1,1,0.7182000279426575,0.7175900067397418
cifar100,dinov3_vits16,cls,50,1,5,0.7592999935150146,0.7585636871179776
cifar100,dinov3_vits16,cls,50,1,20,0.7789000272750854,0.7783179233643939
cifar100,dinov3_vits16,cls,50,2,1,0.7156999707221985,0.7151611319114096
cifar100,dinov3_vits16,cls,50,2,5,0.7601000070571899,0.759276057462777
cifar100,dinov3_vits16,cls,50,2,20,0.7775999903678894,0.7768109572276954
cifar100,dinov3_vits16,cls,100,0,1,0.7480999827384949,0.7472020395101536
cifar100,dinov3_vits16,cls,100,0,5,0.7842000126838684,0.7833023246729803
cifar100,dinov3_vits16,cls,100,0,20,0.8040000200271606,0.8031422349213172
cifar100,dinov3_vits16,cls,100,1,1,0.7537999749183655,0.75334417371324
cifar100,dinov3_vits16,cls,100,1,5,0.7907000184059143,0.7898260373861724
cifar100,dinov3_vits16,cls,100,1,20,0.8057000041007996,0.8049448613010128
cifar100,dinov3_vits16,cls,100,2,1,0.7512999773025513,0.7511272484046486
cifar100,dinov3_vits16,cls,100,2,5,0.7900999784469604,0.7897362487354076
cifar100,dinov3_vits16,cls,100,2,20,0.8057000041007996,0.8055371633692918
cifar100,dinov3_vits16,mean_pool,1,0,1,0.37860000133514404,0.3790336986464201
cifar100,dinov3_vits16,mean_pool,1,0,5,0.37860000133514404,0.3790336986464201
cifar100,dinov3_vits16,mean_pool,1,0,20,0.37860000133514404,0.3790336986464201
cifar100,dinov3_vits16,mean_pool,1,1,1,0.34769999980926514,0.3320662478652992
cifar100,dinov3_vits16,mean_pool,1,1,5,0.34769999980926514,0.3320662478652992
cifar100,dinov3_vits16,mean_pool,1,1,20,0.34769999980926514,0.3320662478652992
cifar100,dinov3_vits16,mean_pool,1,2,1,0.38040000200271606,0.37301301107522605
cifar100,dinov3_vits16,mean_pool,1,2,5,0.38040000200271606,0.37301301107522605
cifar100,dinov3_vits16,mean_pool,1,2,20,0.38040000200271606,0.37301301107522605
cifar100,dinov3_vits16,mean_pool,2,0,1,0.43140000104904175,0.42660963618639486
cifar100,dinov3_vits16,mean_pool,2,0,5,0.4458000063896179,0.43825648820744045
cifar100,dinov3_vits16,mean_pool,2,0,20,0.45500001311302185,0.4474103200257841
cifar100,dinov3_vits16,mean_pool,2,1,1,0.42989999055862427,0.4257233624024146
cifar100,dinov3_vits16,mean_pool,2,1,5,0.43860000371932983,0.4308819893453331
cifar100,dinov3_vits16,mean_pool,2,1,20,0.44510000944137573,0.43593553771154114
cifar100,dinov3_vits16,mean_pool,2,2,1,0.44269999861717224,0.43874172434826764
cifar100,dinov3_vits16,mean_pool,2,2,5,0.45910000801086426,0.452501951549621
cifar100,dinov3_vits16,mean_pool,2,2,20,0.46540001034736633,0.4581928220365019
cifar100,dinov3_vits16,mean_pool,5,0,1,0.49570000171661377,0.4957186789442546
cifar100,dinov3_vits16,mean_pool,5,0,5,0.527999997138977,0.5252610503550972
cifar100,dinov3_vits16,mean_pool,5,0,20,0.5479000210762024,0.5417672712021051
cifar100,dinov3_vits16,mean_pool,5,1,1,0.5066999793052673,0.5044449424087053
cifar100,dinov3_vits16,mean_pool,5,1,5,0.5364999771118164,0.5314451978226366
cifar100,dinov3_vits16,mean_pool,5,1,20,0.5468999743461609,0.5405706519678926
cifar100,dinov3_vits16,mean_pool,5,2,1,0.5135999917984009,0.5114272590360361
cifar100,dinov3_vits16,mean_pool,5,2,5,0.5343000292778015,0.526625003579985
cifar100,dinov3_vits16,mean_pool,5,2,20,0.5450999736785889,0.5320537306082375
cifar100,dinov3_vits16,mean_pool,10,0,1,0.5508999824523926,0.5506729338362283
cifar100,dinov3_vits16,mean_pool,10,0,5,0.5910000205039978,0.5881814850157915
cifar100,dinov3_vits16,mean_pool,10,0,20,0.6121000051498413,0.6076607651146255
cifar100,dinov3_vits16,mean_pool,10,1,1,0.5472999811172485,0.5441981194788709
cifar100,dinov3_vits16,mean_pool,10,1,5,0.5828999876976013,0.5779059212139444
cifar100,dinov3_vits16,mean_pool,10,1,20,0.6032999753952026,0.595265542683245
cifar100,dinov3_vits16,mean_pool,10,2,1,0.5501000285148621,0.5495893080975042
cifar100,dinov3_vits16,mean_pool,10,2,5,0.5824999809265137,0.5791380332699794
cifar100,dinov3_vits16,mean_pool,10,2,20,0.6001999974250793,0.5918394163242268
cifar100,dinov3_vits16,mean_pool,20,0,1,0.592199981212616,0.5927413999757338
cifar100,dinov3_vits16,mean_pool,20,0,5,0.6273000240325928,0.6257424160921741
cifar100,dinov3_vits16,mean_pool,20,0,20,0.6521000266075134,0.6478101554183131
cifar100,dinov3_vits16,mean_pool,20,1,1,0.5878000259399414,0.5850576150957338
cifar100,dinov3_vits16,mean_pool,20,1,5,0.6312000155448914,0.6263925436471568
cifar100,dinov3_vits16,mean_pool,20,1,20,0.6559000015258789,0.6501056048738851
cifar100,dinov3_vits16,mean_pool,20,2,1,0.588699996471405,0.5877500115619128
cifar100,dinov3_vits16,mean_pool,20,2,5,0.6233000159263611,0.619840381839575
cifar100,dinov3_vits16,mean_pool,20,2,20,0.645799994468689,0.6400407551498628
cifar100,dinov3_vits16,mean_pool,50,0,1,0.6467999815940857,0.6455328769741459
cifar100,dinov3_vits16,mean_pool,50,0,5,0.6861000061035156,0.683729941873401
cifar100,dinov3_vits16,mean_pool,50,0,20,0.7020000219345093,0.6987766455832417
cifar100,dinov3_vits16,mean_pool,50,1,1,0.6473000049591064,0.6456211594675729
cifar100,dinov3_vits16,mean_pool,50,1,5,0.6898000240325928,0.6875811987614908
cifar100,dinov3_vits16,mean_pool,50,1,20,0.7021999955177307,0.6994021456574775
cifar100,dinov3_vits16,mean_pool,50,2,1,0.6425999999046326,0.6419015467253624
cifar100,dinov3_vits16,mean_pool,50,2,5,0.6830999851226807,0.6807533380381047
cifar100,dinov3_vits16,mean_pool,50,2,20,0.705299973487854,0.7021088916627692
cifar100,dinov3_vits16,mean_pool,100,0,1,0.6815999746322632,0.6809323504583031
cifar100,dinov3_vits16,mean_pool,100,0,5,0.7231000065803528,0.7223972909692052
cifar100,dinov3_vits16,mean_pool,100,0,20,0.7382000088691711,0.7362502328785205
cifar100,dinov3_vits16,mean_pool,100,1,1,0.6833000183105469,0.6818111216203917
cifar100,dinov3_vits16,mean_pool,100,1,5,0.7228999733924866,0.7208081532500651
cifar100,dinov3_vits16,mean_pool,100,1,20,0.7353000044822693,0.73269608986794
cifar100,dinov3_vits16,mean_pool,100,2,1,0.6843000054359436,0.6842459861041421
cifar100,dinov3_vits16,mean_pool,100,2,5,0.7243000268936157,0.7230927484369636
cifar100,dinov3_vits16,mean_pool,100,2,20,0.7372000217437744,0.7350359439313481
